tcpdump -i eth0 src 68.183.205.32
17:10:18.180837 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 15254452:15254712, ack 9001, win 501, options [nop,nop,TS val 3770219010 ecr 827868783], length 260
17:10:18.203595 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 15341032:15341292, ack 9037, win 501, options [nop,nop,TS val 3770219033 ecr 827868799], length 260
17:10:18.203662 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 15341292:15341552, ack 9037, win 501, options [nop,nop,TS val 3770219033 ecr 827868799], length 260
17:10:18.203741 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 15341552:15341812, ack 9037, win 501, options [nop,nop,TS val 3770219033 ecr 827868799], length 260
17:10:18.203806 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 15341812:15342072, ack 9037, win 501, options [nop,nop,TS val 3770219033 ecr 827868799], length 260
17:10:18.203871 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 15342072:15342332, ack 9037, win 501, options [nop,nop,TS val 3770219033 ecr 827868799], length 260
17:10:18.203941 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 15342332:15342592, ack 9037, win 501, options [nop,nop,TS val 3770219033 ecr 827868799], length 260
17:10:18.204270 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [.], ack 9109, win 501, options [nop,nop,TS val 3770219033 ecr 827868799], length 0
^C
60228 packets captured
60228 packets received by filter
0 packets dropped by kernel
